시점,저출산율,지역별
2018.11,1.07,충북
2018.12,1.06,충북
2019.01,1.05,충북
2019.02,1.04,충북
2019.03,1.04,충북
2019.04,1.03,충북
2019.05,1.03,충북
2019.06,1.02,충북
2019.07,1.02,충북
2019.08,1.01,충북
2019.09,1.01,충북
2019.10,1.00,충북
2019.11,0.99,충북
2019.12,0.99,충북
2020.01,0.98,충북
2020.02,0.98,충북
2020.03,0.98,충북
2020.04,0.97,충북
2020.05,0.97,충북
2020.06,0.97,충북
2020.07,0.97,충북
2020.08,0.96,충북
2020.09,0.96,충북
2020.10,0.96,충북
2020.11,0.95,충북
2020.12,0.95,충북
2021.01,0.95,충북
2021.02,0.94,충북
2021.03,0.94,충북
2021.04,0.93,충북
2021.05,0.92,충북
2021.06,0.92,충북
2021.07,0.91,충북
2021.08,0.90,충북
2021.09,0.90,충북
2021.10,0.89,충북
2021.11,0.88,충북
2021.12,0.88,충북
2022.01,0.87,충북
2022.02,0.87,충북
2022.03,0.87,충북
2022.04,0.87,충북
2022.05,0.88,충북
2022.06,0.88,충북
2022.07,0.88,충북
2022.08,0.88,충북
2022.09,0.88,충북
2022.10,0.88,충북
2022.11,0.88,충북
2022.12,0.88,충북
2023.01,0.89,충북
